Date,INR vs USD
10/25/1995,35.6
10/26/1995,35.6
10/27/1995,35.5
10/30/1995,34.9
10/31/1995,34.3
11/1/1995,34.6
11/2/1995,34.5
11/3/1995,34.7
11/6/1995,34.77
11/7/1995,34.61
11/8/1995,34.35
11/9/1995,34.53
11/10/1995,34.56
11/13/1995,34.57
11/14/1995,34.59
11/15/1995,34.58
11/16/1995,34.81
11/17/1995,34.71
11/20/1995,34.82
11/21/1995,34.82
11/22/1995,34.83
11/24/1995,34.88
11/27/1995,34.93
11/28/1995,34.93
11/29/1995,34.91
11/30/1995,34.91
12/1/1995,34.93
12/4/1995,34.92
12/5/1995,34.87
12/6/1995,34.84
12/7/1995,34.84
12/8/1995,34.93
12/11/1995,34.84
12/12/1995,34.88
12/13/1995,34.96
12/14/1995,34.975
12/15/1995,34.97
12/18/1995,34.99
12/19/1995,34.98
12/20/1995,34.98
12/21/1995,35.03
12/22/1995,34.99
12/26/1995,35.01
12/27/1995,35.07
12/28/1995,35.14
12/29/1995,35.18
1/2/1996,35.21
1/3/1996,35.22
1/4/1996,35.32
1/5/1996,35.44
1/8/1996,35.85
1/9/1996,35.87
1/10/1996,35.8
1/11/1996,35.81
1/12/1996,35.78
1/16/1996,35.91
1/17/1996,35.86
1/18/1996,35.895
1/19/1996,35.91
1/22/1996,35.85
1/23/1996,35.76
1/24/1996,35.84
1/25/1996,36.06
1/26/1996,36.07
1/29/1996,35.99
1/30/1996,36.14
1/31/1996,36.46
2/1/1996,36.61
2/2/1996,36.8
2/5/1996,38.05
2/6/1996,37.75
2/7/1996,37.3
2/8/1996,37.2
2/9/1996,36.95
2/12/1996,36.97
2/13/1996,36.76
2/14/1996,36.52
2/15/1996,36.53
2/16/1996,36.55
2/20/1996,36.56
2/21/1996,36.63
2/22/1996,36.8
2/23/1996,36.28
2/26/1996,35.92
2/27/1996,35.57
2/28/1996,35.29
2/29/1996,34.85
3/1/1996,34.6
3/4/1996,34.55
3/5/1996,34.3
3/6/1996,34.12
3/7/1996,34.25
3/8/1996,34.2
3/11/1996,34.25
3/12/1996,34.13
3/13/1996,34.21
3/14/1996,34.15
3/15/1996,34.48
3/18/1996,35.2
3/19/1996,35.35
3/20/1996,35.5
3/21/1996,35
3/22/1996,34.6
3/25/1996,34.1
3/26/1996,34.1
3/27/1996,34.55
3/28/1996,34.2
3/29/1996,34.35
4/1/1996,34.25
4/2/1996,34.35
4/3/1996,34.2
4/4/1996,34.5
4/5/1996,34.2
4/8/1996,34.15
4/9/1996,34.15
4/10/1996,34.25
4/11/1996,34.3
4/12/1996,34.25
4/15/1996,34.5
4/16/1996,34.4
4/17/1996,34.25
4/18/1996,34.3
4/19/1996,34.25
4/22/1996,34.2
4/23/1996,34.3
4/24/1996,34.25
4/25/1996,34.35
4/26/1996,34.35
4/29/1996,34.28
4/30/1996,35
5/1/1996,34.8
5/2/1996,34.75
5/3/1996,34.65
5/6/1996,34.65
5/7/1996,34.45
5/8/1996,34.7
5/9/1996,35.2
5/10/1996,35.35
5/13/1996,35.4
5/14/1996,35
5/15/1996,34.9
5/16/1996,35
5/17/1996,35.1
5/20/1996,35.1
5/21/1996,35.2
5/22/1996,35.05
5/23/1996,35.1
5/24/1996,35.25
5/28/1996,35.18
5/29/1996,35.25
5/30/1996,35.24
5/31/1996,35.23
6/3/1996,35.1
6/4/1996,35.1
6/5/1996,35.06
6/6/1996,35
6/7/1996,35
6/10/1996,35
6/11/1996,35.05
6/12/1996,35.05
6/13/1996,35.1
6/14/1996,35.1
6/17/1996,35.1
6/18/1996,35.15
6/19/1996,35.1
6/20/1996,35.1
6/21/1996,35.05
6/24/1996,35.1
6/25/1996,35.1
6/26/1996,35.1
6/27/1996,35.2
6/28/1996,35.43
7/1/1996,35.1
7/2/1996,35.15
7/3/1996,35.15
7/5/1996,35.2
7/8/1996,35.45
7/9/1996,35.4
7/10/1996,35.45
7/11/1996,35.6
7/12/1996,35.6
7/15/1996,35.7
7/16/1996,35.95
7/17/1996,36
7/18/1996,35.83
7/19/1996,35.8
7/22/1996,35.75
7/23/1996,35.8
7/24/1996,35.75
7/25/1996,35.85
7/26/1996,35.8
7/29/1996,35.8
7/30/1996,36.85
7/31/1996,35.7
8/1/1996,35.65
8/2/1996,35.55
8/5/1996,35.8
8/6/1996,35.8
8/7/1996,35.8
8/8/1996,35.95
8/9/1996,35.9
8/12/1996,35.8
8/13/1996,35.8
8/14/1996,35.8
8/15/1996,35.8
8/16/1996,35.8
8/19/1996,35.8
8/20/1996,35.8
8/21/1996,35.7
8/22/1996,35.8
8/23/1996,35.8
8/26/1996,35.85
8/27/1996,35.85
8/28/1996,35.85
8/29/1996,35.85
8/30/1996,35.85
9/3/1996,35.75
9/4/1996,35.95
9/5/1996,35.95
9/6/1996,35.85
9/9/1996,35.85
9/10/1996,35.85
9/11/1996,35.85
9/12/1996,35.95
9/13/1996,35.85
9/16/1996,35.9
9/17/1996,35.9
9/18/1996,35.9
9/19/1996,35.85
9/20/1996,35.9
9/23/1996,35.85
9/24/1996,35.85
9/25/1996,35.85
9/26/1996,35.85
9/27/1996,35.85
9/30/1996,35.85
10/1/1996,35.85
10/2/1996,35.85
10/3/1996,35.8
10/4/1996,35.8
10/7/1996,35.85
10/8/1996,35.85
10/9/1996,35.85
10/10/1996,35.85
10/11/1996,35.7
10/15/1996,35.75
10/16/1996,35.75
10/17/1996,35.8
10/18/1996,35.73
10/21/1996,35.85
10/22/1996,35.85
10/23/1996,35.65
10/24/1996,35.75
10/25/1996,35.75
10/28/1996,35.8
10/29/1996,35.85
10/30/1996,35.85
10/31/1996,35.9
11/1/1996,35.84
11/4/1996,35.75
11/5/1996,35.74
11/6/1996,35.85
11/7/1996,35.85
11/8/1996,36.12
11/12/1996,35.9
11/13/1996,35.9
11/14/1996,36
11/15/1996,35.95
11/18/1996,35.85
11/19/1996,35.757
11/20/1996,35.7
11/21/1996,35.75
11/22/1996,35.75
11/25/1996,35.85
11/26/1996,35.9
11/27/1996,35.74
11/29/1996,35.747
12/2/1996,35.8
12/3/1996,35.75
12/4/1996,35.83
12/5/1996,35.87
12/6/1996,35.9
12/9/1996,35.922
12/10/1996,35.91
12/11/1996,35.9
12/12/1996,35.9
12/13/1996,35.9
12/16/1996,35.89
12/17/1996,35.85
12/18/1996,35.95
12/19/1996,35.92
12/20/1996,35.89
12/23/1996,35.88
12/24/1996,35.85
12/26/1996,35.85
12/27/1996,35.85
12/30/1996,35.95
12/31/1996,35.95
1/2/1997,36
1/3/1997,35.95
1/6/1997,35.93
1/7/1997,35.97
1/8/1997,35.95
1/9/1997,35.897
1/10/1997,35.9
1/13/1997,35.9
1/14/1997,35.9
1/15/1997,35.88
1/16/1997,35.88
1/17/1997,35.89
1/21/1997,35.9
1/22/1997,35.9
1/23/1997,35.88
1/24/1997,35.82
1/27/1997,35.9
1/28/1997,35.9
1/29/1997,35.9
1/30/1997,35.83
1/31/1997,35.9
2/3/1997,35.88
2/4/1997,35.87
2/5/1997,35.88
2/6/1997,35.9
2/7/1997,35.88
2/10/1997,35.89
2/11/1997,35.89
2/12/1997,35.84
2/13/1997,35.95
2/14/1997,35.89
2/18/1997,35.9
2/19/1997,35.9
2/20/1997,35.88
2/21/1997,35.9
2/24/1997,35.9
2/25/1997,35.9
2/26/1997,35.86
2/27/1997,35.9
2/28/1997,35.91
3/3/1997,35.86
3/4/1997,35.895
3/5/1997,35.88
3/6/1997,35.88
3/7/1997,35.87
3/10/1997,35.9
3/11/1997,35.86
3/12/1997,35.85
3/13/1997,35.87
3/14/1997,35.85
3/17/1997,35.89
3/18/1997,35.89
3/19/1997,35.9
3/20/1997,35.91
3/21/1997,35.9
3/24/1997,35.885
3/25/1997,35.9
3/26/1997,35.9
3/27/1997,35.9
3/28/1997,35.91
3/31/1997,35.88
4/1/1997,35.89
4/2/1997,35.9
4/3/1997,35.87
4/4/1997,35.88
4/7/1997,35.88
4/8/1997,35.89
4/9/1997,35.86
4/10/1997,35.85
4/11/1997,35.88
4/14/1997,35.85
4/15/1997,35.837
4/16/1997,35.8
4/17/1997,35.83
4/18/1997,35.8
4/21/1997,35.78
4/22/1997,35.79
4/23/1997,35.76
4/24/1997,35.77
4/25/1997,35.782
4/28/1997,35.77
4/29/1997,35.77
4/30/1997,35.78
5/1/1997,35.77
5/2/1997,35.76
5/5/1997,35.8
5/6/1997,35.86
5/7/1997,35.889
5/8/1997,35.872
5/9/1997,35.86
5/12/1997,35.86
5/13/1997,35.86
5/14/1997,35.855
5/15/1997,35.84
5/16/1997,35.84
5/19/1997,35.82
5/20/1997,35.795
5/21/1997,35.81
5/22/1997,35.79
5/23/1997,35.76
5/27/1997,35.84
5/28/1997,35.82
5/29/1997,35.82
5/30/1997,35.8
6/2/1997,35.83
6/3/1997,35.82
6/4/1997,35.797
6/5/1997,35.755
6/6/1997,35.8
6/9/1997,35.8
6/10/1997,35.8
6/11/1997,35.827
6/12/1997,35.85
6/13/1997,35.83
6/16/1997,35.83
6/17/1997,35.82
6/18/1997,35.79
6/19/1997,35.845
6/20/1997,35.83
6/23/1997,35.83
6/24/1997,35.84
6/25/1997,35.82
6/26/1997,35.83
6/27/1997,35.83
6/30/1997,35.85
7/1/1997,35.83
7/2/1997,35.8
7/3/1997,35.79
7/7/1997,35.82
7/8/1997,35.8
7/9/1997,35.78
7/10/1997,35.77
7/11/1997,35.73
7/14/1997,35.75
7/15/1997,35.73
7/16/1997,35.73
7/17/1997,35.72
7/18/1997,35.71
7/21/1997,35.72
7/22/1997,35.71
7/23/1997,35.71
7/24/1997,35.71
7/25/1997,35.705
7/28/1997,35.75
7/29/1997,35.737
7/30/1997,35.72
7/31/1997,35.72
8/1/1997,35.8
8/4/1997,35.8
8/5/1997,35.737
8/6/1997,35.735
8/7/1997,35.727
8/8/1997,35.74
8/11/1997,35.727
8/12/1997,35.73
8/13/1997,35.732
8/14/1997,35.74
8/15/1997,35.81
8/18/1997,35.74
8/19/1997,35.73
8/20/1997,36.2
8/21/1997,36.3
8/22/1997,36.4
8/25/1997,36.6
8/26/1997,36.5
8/27/1997,36.5
8/28/1997,36.45
8/29/1997,36.48
9/2/1997,36.57
9/3/1997,36.48
9/4/1997,36.51
9/5/1997,37
9/8/1997,36.56
9/9/1997,36.66
9/10/1997,36.47
9/11/1997,36.65
9/12/1997,36.6
9/15/1997,36.46
9/16/1997,36.65
9/17/1997,36.46
9/18/1997,36.4
9/19/1997,36.5
9/22/1997,36.4
9/23/1997,36.4
9/24/1997,36.3
9/25/1997,36.25
9/26/1997,36.25
9/29/1997,36.227
9/30/1997,36.19
10/1/1997,36.2
10/2/1997,37
10/3/1997,36.25
10/6/1997,36.2
10/7/1997,36.25
10/8/1997,36.25
10/9/1997,36.22
10/10/1997,36.25
10/14/1997,36.3
10/15/1997,36.257
10/16/1997,36.235
10/17/1997,36.237
10/20/1997,36.25
10/21/1997,36.25
10/22/1997,36.2
10/23/1997,36.3
10/24/1997,36.3
10/27/1997,36.34
10/28/1997,36.3
10/29/1997,36.345
10/30/1997,36.32
10/31/1997,36.39
11/3/1997,36.405
11/4/1997,36.4
11/5/1997,36.4
11/6/1997,36.5
11/7/1997,36.55
11/10/1997,36.64
11/12/1997,36.76
11/13/1997,36.8
11/14/1997,36.8
11/17/1997,36.94
11/18/1997,37.6
11/19/1997,37.6
11/20/1997,37.54
11/21/1997,37.83
11/24/1997,38.32
11/25/1997,38.265
11/26/1997,38.75
11/28/1997,39.1
12/1/1997,39.45
12/2/1997,39.5
12/3/1997,39.45
12/4/1997,39.15
12/5/1997,39
12/8/1997,38.995
12/9/1997,39.15
12/10/1997,39.15
12/11/1997,39.6
12/12/1997,39.6
12/15/1997,39.575
12/16/1997,40
12/17/1997,40
12/18/1997,40
12/19/1997,40
12/22/1997,39.06
12/23/1997,39.01
12/24/1997,39
12/26/1997,39.3
12/29/1997,39.16
12/30/1997,39.35
12/31/1997,39.3
1/2/1998,39.4
1/5/1998,39.48
1/6/1998,39.55
1/7/1998,39.76
1/8/1998,39.8
1/9/1998,39.95
1/12/1998,39.97
1/13/1998,40
1/14/1998,40.3
1/15/1998,40.4
1/16/1998,40
1/20/1998,39.2
1/21/1998,38.9
1/22/1998,38.9
1/23/1998,38.85
1/26/1998,38.41
1/27/1998,38.45
1/28/1998,38.9
1/29/1998,38.8
1/30/1998,38.8
2/2/1998,38.95
2/3/1998,38.9
2/4/1998,38.85
2/5/1998,38.85
2/6/1998,38.85
2/9/1998,38.56
2/10/1998,38.9
2/11/1998,38.79
2/12/1998,38.85
2/13/1998,38.85
2/17/1998,38.95
2/18/1998,38.9
2/19/1998,38.9
2/20/1998,39.39
2/23/1998,39.3
2/24/1998,39.35
2/25/1998,39.26
2/26/1998,39.3
2/27/1998,39.45
3/2/1998,39.6
3/3/1998,39.53
3/4/1998,39.54
3/5/1998,39.54
3/6/1998,39.55
3/9/1998,39.455
3/10/1998,39.55
3/11/1998,39.53
3/12/1998,39.55
3/13/1998,39.8
3/16/1998,39.575
3/17/1998,39.55
3/18/1998,39.65
3/19/1998,39.68
3/20/1998,39.55
3/23/1998,39.54
3/24/1998,39.58
3/25/1998,39.6
3/26/1998,39.55
3/27/1998,39.51
3/30/1998,39.55
3/31/1998,39.53
4/1/1998,39.55
4/2/1998,39.55
4/3/1998,39.56
4/6/1998,39.58
4/7/1998,39.74
4/8/1998,39.409
4/9/1998,39.8
4/10/1998,39.9
4/13/1998,39.7
4/14/1998,39.65
4/15/1998,39.72
4/16/1998,39.74
4/17/1998,39.73
4/20/1998,39.71
4/21/1998,39.8
4/22/1998,39.75
4/23/1998,39.78
4/24/1998,39.72
4/27/1998,39.75
4/28/1998,39.805
4/29/1998,39.78
4/30/1998,39.74
5/1/1998,39.82
5/4/1998,39.75
5/5/1998,39.8
5/6/1998,39.84
5/7/1998,39.8
5/8/1998,39.805
5/11/1998,39.79
5/12/1998,39.85
5/13/1998,39.85
5/14/1998,40.65
5/15/1998,40.65
5/18/1998,40.57
5/19/1998,40.572
5/20/1998,40.53
5/21/1998,40.546
5/22/1998,40.7
5/26/1998,41.3
5/27/1998,41.45
5/28/1998,42.35
5/29/1998,41.75
6/1/1998,41.85
6/2/1998,41.87
6/3/1998,41.8
6/4/1998,41.95
6/5/1998,41.85
6/8/1998,41.86
6/9/1998,42.45
6/10/1998,42.45
6/11/1998,42.45
6/12/1998,42.2
6/15/1998,42.4
6/16/1998,42.35
6/17/1998,42.25
6/18/1998,42.3
6/19/1998,42.6
6/22/1998,42.8
6/23/1998,42.95
6/24/1998,42.85
6/25/1998,42.85
6/26/1998,42.9
6/29/1998,42.59
6/30/1998,42.5
7/1/1998,42.35
7/2/1998,42.75
7/3/1998,42.6
7/6/1998,42.56
7/7/1998,42.6
7/8/1998,42.75
7/9/1998,42.75
7/10/1998,42.6
7/13/1998,42.7
7/14/1998,42.65
7/15/1998,42.75
7/16/1998,42.75
7/17/1998,42.55
7/20/1998,42.55
7/21/1998,42.49
7/22/1998,42.47
7/23/1998,42.55
7/24/1998,42.632
7/27/1998,42.6
7/28/1998,42.65
7/29/1998,42.55
7/30/1998,42.62
7/31/1998,42.6
8/3/1998,42.6
8/4/1998,42.57
8/5/1998,42.6
8/6/1998,42.56
8/7/1998,42.7
8/10/1998,42.75
8/11/1998,43
8/12/1998,43.05
8/13/1998,43.05
8/14/1998,43.23
8/17/1998,43.28
8/18/1998,43.4
8/19/1998,43.6
8/20/1998,42.9
8/21/1998,42.7
8/24/1998,42.6
8/25/1998,42.56
8/26/1998,42.55
8/27/1998,42.65
8/28/1998,42.7
8/31/1998,42.65
9/1/1998,42.65
9/2/1998,42.58
9/3/1998,42.6
9/4/1998,42.655
9/8/1998,42.6
9/9/1998,42.6
9/10/1998,42.6
9/11/1998,42.57
9/14/1998,42.6
9/15/1998,42.55
9/16/1998,42.55
9/17/1998,42.55
9/18/1998,42.585
9/21/1998,42.55
9/22/1998,42.6
9/23/1998,42.63
9/24/1998,42.55
9/25/1998,42.55
9/28/1998,42.56
9/29/1998,42.55
9/30/1998,42.48
10/1/1998,42.5
10/2/1998,42.45
10/5/1998,42.5
10/6/1998,42.45
10/7/1998,42.4
10/8/1998,42.4
10/9/1998,42.4
10/13/1998,42.4
10/14/1998,42.35
10/15/1998,42.33
10/16/1998,42.35
10/19/1998,42.35
10/20/1998,42.34
10/21/1998,42.34
10/22/1998,42.32
10/23/1998,42.35
10/26/1998,42.4
10/27/1998,42.4
10/28/1998,42.35
10/29/1998,42.45
10/30/1998,42.45
11/2/1998,42.35
11/3/1998,42.4
11/4/1998,42.33
11/5/1998,42.39
11/6/1998,42.3
11/9/1998,42.32
11/10/1998,42.33
11/12/1998,42.37
11/13/1998,42.39
11/16/1998,42.41
11/17/1998,42.5
11/18/1998,42.5
11/19/1998,42.5
11/20/1998,42.45
11/23/1998,42.44
11/24/1998,42.48
11/25/1998,42.43
11/27/1998,42.6
11/30/1998,42.65
12/1/1998,42.61
12/2/1998,42.61
12/3/1998,42.56
12/4/1998,42.58
12/7/1998,42.59
12/8/1998,42.62
12/9/1998,42.6
12/10/1998,42.61
12/11/1998,42.61
12/14/1998,42.6
12/15/1998,42.6
12/16/1998,42.6
12/17/1998,42.62
12/18/1998,42.6
12/21/1998,42.58
12/22/1998,42.58
12/23/1998,42.55
12/24/1998,42.6
12/28/1998,42.58
12/29/1998,42.6
12/30/1998,42.58
12/31/1998,42.52
1/4/1999,42.6
1/5/1999,42.56
1/6/1999,42.55
1/7/1999,42.55
1/8/1999,42.55
1/11/1999,42.55
1/12/1999,42.55
1/13/1999,42.53
1/14/1999,42.55
1/15/1999,42.5
1/19/1999,42.55
1/20/1999,42.55
1/21/1999,42.54
1/22/1999,42.55
1/25/1999,42.55
1/26/1999,42.52
1/27/1999,42.52
1/28/1999,42.55
1/29/1999,42.54
2/1/1999,42.55
2/2/1999,42.54
2/3/1999,42.5
2/4/1999,42.52
2/5/1999,42.5
2/8/1999,42.5
2/9/1999,42.5
2/10/1999,42.45
2/11/1999,42.51
2/12/1999,42.6
2/16/1999,42.51
2/17/1999,42.5
2/18/1999,42.51
2/19/1999,42.47
2/22/1999,42.43
2/23/1999,42.48
2/24/1999,42.6
2/25/1999,42.6
2/26/1999,42.83
3/1/1999,42.54
3/2/1999,42.58
3/3/1999,42.58
3/4/1999,42.55
3/5/1999,42.55
3/8/1999,42.56
3/9/1999,42.53
3/10/1999,42.5
3/11/1999,42.48
3/12/1999,42.52
3/15/1999,42.5
3/16/1999,42.5
3/17/1999,42.5
3/18/1999,42.5
3/19/1999,42.5
3/22/1999,42.5
3/23/1999,42.5
3/24/1999,42.5
3/25/1999,42.5
3/26/1999,42.5
3/29/1999,42.48
3/30/1999,42.5
3/31/1999,42.5
4/1/1999,42.5
4/2/1999,42.5
4/5/1999,42.5
4/6/1999,42.75
4/7/1999,42.75
4/8/1999,42.76
4/9/1999,42.78
4/12/1999,42.77
4/13/1999,42.9
4/14/1999,42.85
4/15/1999,42.9
4/16/1999,42.75
4/19/1999,42.95
4/20/1999,42.9
4/21/1999,42.9
4/22/1999,42.81
4/23/1999,42.85
4/26/1999,42.9
4/27/1999,42.91
4/28/1999,42.9
4/29/1999,42.86
4/30/1999,42.84
5/3/1999,42.85
5/4/1999,42.8
5/5/1999,42.8
5/6/1999,42.8
5/7/1999,42.8
5/10/1999,42.8
5/11/1999,42.8
5/12/1999,42.8
5/13/1999,42.8
5/14/1999,42.83
5/17/1999,42.76
5/18/1999,42.77
5/19/1999,42.8
5/20/1999,42.8
5/21/1999,42.8
5/24/1999,42.8
5/25/1999,42.8
5/26/1999,42.95
5/27/1999,43.45
5/28/1999,43.17
6/1/1999,43
6/2/1999,43
6/3/1999,43
6/4/1999,43
6/7/1999,43.05
6/8/1999,43.05
6/9/1999,43.07
6/10/1999,43.15
6/11/1999,43.06
6/14/1999,43.25
6/15/1999,43.45
6/16/1999,43.2
6/17/1999,43.2
6/18/1999,43.16
6/21/1999,43.17
6/22/1999,43.3
6/23/1999,43.27
6/24/1999,43.45
6/25/1999,43.45
6/28/1999,43.45
6/29/1999,43.5
6/30/1999,43.45
7/1/1999,43.35
7/2/1999,43.45
7/6/1999,43.4
7/7/1999,43.45
7/8/1999,43.5
7/9/1999,43.35
7/12/1999,43.3
7/13/1999,43.35
7/14/1999,43.35
7/15/1999,43.26
7/16/1999,43.35
7/19/1999,43.25
7/20/1999,43.26
7/21/1999,43.35
7/22/1999,43.35
7/23/1999,43.28
7/26/1999,43.28
7/27/1999,43.4
7/28/1999,43.33
7/29/1999,43.43
7/30/1999,43.45
8/2/1999,43.38
8/3/1999,43.38
8/4/1999,43.4
8/5/1999,43.45
8/6/1999,43.48
8/9/1999,43.35
8/10/1999,43.45
8/11/1999,43.47
8/12/1999,43.5
8/13/1999,43.52
8/16/1999,43.5
8/17/1999,43.54
8/18/1999,43.55
8/19/1999,43.59
8/20/1999,43.59
8/23/1999,43.53
8/24/1999,43.65
8/25/1999,43.55
8/26/1999,43.55
8/27/1999,43.53
8/30/1999,43.56
8/31/1999,43.55
9/1/1999,43.55
9/2/1999,43.6
9/3/1999,43.57
9/7/1999,43.58
9/8/1999,43.57
9/9/1999,43.58
9/10/1999,43.55
9/13/1999,43.58
9/14/1999,43.6
9/15/1999,43.6
9/16/1999,43.61
9/17/1999,43.61
9/20/1999,43.61
9/21/1999,43.63
9/22/1999,43.58
9/23/1999,43.59
9/24/1999,43.59
9/27/1999,43.59
9/28/1999,43.68
9/29/1999,43.7
9/30/1999,43.59
10/1/1999,43.73
10/4/1999,43.73
10/5/1999,43.73
10/6/1999,43.7
10/7/1999,43.65
10/8/1999,43.55
10/12/1999,43.55
10/13/1999,43.56
10/14/1999,43.55
10/15/1999,43.56
10/18/1999,43.52
10/19/1999,43.4
10/20/1999,43.5
10/21/1999,43.5
10/22/1999,43.5
10/25/1999,43.385
10/26/1999,43.4
10/27/1999,43.52
10/28/1999,43.51
10/29/1999,43.51
11/1/1999,43.51
11/2/1999,43.45
11/3/1999,43.46
11/4/1999,43.45
11/5/1999,43.45
11/8/1999,43.46
11/9/1999,43.46
11/10/1999,43.45
11/12/1999,43.45
11/15/1999,43.45
11/16/1999,43.47
11/17/1999,43.45
11/18/1999,43.45
11/19/1999,43.46
11/22/1999,43.45
11/23/1999,43.45
11/24/1999,43.45
11/26/1999,43.48
11/29/1999,43.43
11/30/1999,43.48
12/1/1999,43.45
12/2/1999,43.45
12/3/1999,43.45
12/6/1999,43.43
12/7/1999,43.5
12/8/1999,43.5
12/9/1999,43.5
12/10/1999,43.5
12/13/1999,43.57
12/14/1999,43.6
12/15/1999,43.54
12/16/1999,43.55
12/17/1999,43.55
12/20/1999,43.55
12/21/1999,43.55
12/22/1999,43.55
12/23/1999,43.55
12/24/1999,43.55
12/27/1999,43.55
12/28/1999,43.55
12/29/1999,43.55
12/30/1999,43.55
12/31/1999,43.51
1/3/2000,43.55
1/4/2000,43.55
1/5/2000,43.55
1/6/2000,43.55
1/7/2000,43.55
1/10/2000,43.55
1/11/2000,43.6
1/12/2000,43.6
1/13/2000,43.55
1/14/2000,43.55
1/18/2000,43.6
1/19/2000,43.6
1/20/2000,43.6
1/21/2000,43.6
1/24/2000,43.62
1/25/2000,43.59
1/26/2000,43.65
1/27/2000,43.63
1/28/2000,43.65
1/31/2000,43.65
2/1/2000,43.62
2/2/2000,43.65
2/3/2000,43.65
2/4/2000,43.65
2/7/2000,43.64
2/8/2000,43.63
2/9/2000,43.65
2/10/2000,43.58
2/11/2000,43.65
2/14/2000,43.65
2/15/2000,43.64
2/16/2000,43.75
2/17/2000,43.68
2/18/2000,43.68
2/22/2000,43.65
2/23/2000,43.68
2/24/2000,43.65
2/25/2000,43.65
2/28/2000,43.68
2/29/2000,43.65
3/1/2000,43.63
3/2/2000,43.65
3/3/2000,43.65
3/6/2000,43.63
3/7/2000,43.63
3/8/2000,43.65
3/9/2000,43.63
3/10/2000,43.65
3/13/2000,43.65
3/14/2000,43.64
3/15/2000,43.65
3/16/2000,43.58
3/17/2000,43.65
3/20/2000,43.63
3/21/2000,43.59
3/22/2000,43.65
3/23/2000,43.65
3/24/2000,43.65
3/27/2000,43.62
3/28/2000,43.65
3/29/2000,43.65
3/30/2000,43.65
3/31/2000,43.65
4/3/2000,43.632
4/4/2000,43.65
4/5/2000,43.68
4/6/2000,43.65
4/7/2000,43.67
4/10/2000,43.66
4/11/2000,43.68
4/12/2000,43.7
4/13/2000,43.7
4/14/2000,43.75
4/17/2000,43.68
4/18/2000,43.7
4/19/2000,43.7
4/20/2000,43.687
4/21/2000,43.7
4/24/2000,43.655
4/25/2000,43.7
4/26/2000,43.7
4/27/2000,43.7
4/28/2000,43.7
5/1/2000,43.67
5/2/2000,43.75
5/3/2000,43.73
5/4/2000,43.67
5/5/2000,43.7
5/8/2000,43.7
5/9/2000,43.7
5/10/2000,44.3
5/11/2000,44.44
5/12/2000,44.15
5/15/2000,44.44
5/16/2000,44.05
5/17/2000,44.02
5/18/2000,44.03
5/19/2000,44
5/22/2000,44.02
5/23/2000,44.15
5/24/2000,44.25
5/25/2000,44.2
5/26/2000,44.4
5/30/2000,44.65
5/31/2000,44.65
6/1/2000,44.65
6/2/2000,44.7
6/5/2000,44.75
6/6/2000,44.75
6/7/2000,44.83
6/8/2000,44.85
6/9/2000,44.85
6/12/2000,44.85
6/13/2000,44.8
6/14/2000,44.72
6/15/2000,44.8
6/16/2000,44.83
6/19/2000,44.85
6/20/2000,44.75
6/21/2000,44.7
6/22/2000,44.7
6/23/2000,44.75
6/26/2000,44.75
6/27/2000,44.7
6/28/2000,44.72
6/29/2000,44.73
6/30/2000,44.7
7/3/2000,44.72
7/5/2000,44.69
7/6/2000,44.81
7/7/2000,44.78
7/10/2000,44.75
7/11/2000,44.75
7/12/2000,44.75
7/13/2000,44.78
7/14/2000,44.78
7/17/2000,44.74
7/18/2000,44.83
7/19/2000,44.85
7/20/2000,45.02
7/21/2000,44.8
7/24/2000,44.77
7/25/2000,44.95
7/26/2000,44.98
7/27/2000,44.95
7/28/2000,44.96
7/31/2000,45.15
8/1/2000,45.15
8/2/2000,45.4
8/3/2000,45.4
8/4/2000,45.4
8/7/2000,45.62
8/8/2000,45.8
8/9/2000,45.7
8/10/2000,45.9
8/11/2000,45.9
8/14/2000,45.85
8/15/2000,45.8
8/16/2000,45.8
8/17/2000,45.95
8/18/2000,45.9
8/21/2000,45.73
8/22/2000,45.75
8/23/2000,45.9
8/24/2000,46.05
8/25/2000,46.05
8/28/2000,45.83
8/29/2000,46
8/30/2000,45.9
8/31/2000,45.9
9/1/2000,45.8
9/5/2000,45.74
9/6/2000,45.65
9/7/2000,46.05
9/8/2000,45.73
9/11/2000,45.65
9/12/2000,45.7
9/13/2000,45.7
9/14/2000,45.8
9/15/2000,45.85
9/18/2000,46.15
9/19/2000,46.45
9/20/2000,46.3
9/21/2000,46.09
9/22/2000,46.18
9/25/2000,46.16
9/26/2000,46.1
9/27/2000,46.15
9/28/2000,46.05
9/29/2000,46.06
10/2/2000,46.1
10/3/2000,46.18
10/4/2000,46.17
10/5/2000,46.17
10/6/2000,46.17
10/10/2000,46.25
10/11/2000,46.35
10/12/2000,46.3
10/13/2000,46.45
10/16/2000,46.4
10/17/2000,46.35
10/18/2000,46.45
10/19/2000,46.4
10/20/2000,46.4
10/23/2000,46.45
10/24/2000,46.48
10/25/2000,46.7
10/26/2000,46.7
10/27/2000,46.78
10/30/2000,46.78
10/31/2000,46.9
11/1/2000,46.82
11/2/2000,46.85
11/3/2000,46.7
11/6/2000,46.64
11/7/2000,46.7
11/8/2000,46.72
11/9/2000,46.75
11/10/2000,46.78
11/13/2000,46.77
11/14/2000,46.85
11/15/2000,46.83
11/16/2000,46.85
