Date,INR vs USD
8/24/1984,11.55
8/27/1984,11.55
8/28/1984,11.58
8/29/1984,11.56
8/30/1984,11.58
8/31/1984,11.6
9/4/1984,11.72
9/5/1984,11.77
9/6/1984,11.78
9/7/1984,11.78
9/10/1984,11.79
9/11/1984,11.8
9/12/1984,11.78
9/13/1984,11.79
9/14/1984,11.82
9/17/1984,11.82
9/18/1984,12
9/19/1984,11.98
9/20/1984,11.96
9/21/1984,11.96
9/24/1984,11.84
9/25/1984,11.9
9/26/1984,11.96
9/27/1984,11.94
9/28/1984,11.92
10/1/1984,11.95
10/2/1984,11.92
10/3/1984,11.87
10/4/1984,11.9
10/5/1984,11.92
10/9/1984,11.98
10/10/1984,11.99
10/11/1984,11.99
10/12/1984,12.02
10/15/1984,12.02
10/16/1984,12.1
10/17/1984,12.11
10/18/1984,12.1
10/19/1984,12.04
10/22/1984,12.1
10/23/1984,12.06
10/24/1984,12.02
10/25/1984,12.02
10/26/1984,12.08
10/29/1984,12.13
10/30/1984,12.15
10/31/1984,12.12
11/1/1984,12.05
11/2/1984,11.97
11/5/1984,11.97
11/7/1984,12.01
11/8/1984,12.01
11/9/1984,12
11/13/1984,12
11/14/1984,12.04
11/15/1984,12.04
11/16/1984,12.06
11/19/1984,12.06
11/20/1984,12.09
11/21/1984,12.15
11/23/1984,12.15
11/26/1984,12.15
11/27/1984,12.15
11/28/1984,12.15
11/29/1984,12.15
11/30/1984,12.29
12/3/1984,12.29
12/4/1984,12.29
12/5/1984,12.29
12/6/1984,12.26
12/7/1984,12.26
12/10/1984,12.26
12/11/1984,12.26
12/12/1984,12.26
12/13/1984,12.26
12/14/1984,12.26
12/17/1984,12.26
12/18/1984,12.26
12/19/1984,12.26
12/20/1984,12.26
12/21/1984,12.32
12/24/1984,12.32
12/26/1984,12.32
12/27/1984,12.38
12/28/1984,12.4
12/31/1984,12.38
1/2/1985,12.38
1/3/1985,12.38
1/4/1985,12.5
1/7/1985,12.53
1/8/1985,12.56
1/9/1985,12.58
1/10/1985,12.62
1/11/1985,12.65
1/14/1985,12.63
1/15/1985,12.7
1/16/1985,12.67
1/17/1985,12.67
1/18/1985,12.67
1/22/1985,12.64
1/23/1985,12.64
1/24/1985,12.7
1/25/1985,12.65
1/28/1985,12.65
1/29/1985,12.65
1/30/1985,12.71
1/31/1985,12.67
2/1/1985,12.68
2/4/1985,12.75
2/5/1985,12.77
2/6/1985,12.81
2/7/1985,12.81
2/8/1985,12.84
2/11/1985,12.85
2/13/1985,12.95
2/14/1985,12.97
2/15/1985,12.89
2/19/1985,12.96
2/20/1985,12.98
2/21/1985,13.01
2/22/1985,13.07
2/25/1985,13.1
2/26/1985,13.22
2/27/1985,13
2/28/1985,12.93
3/1/1985,12.98
3/4/1985,13.08
3/5/1985,13.15
3/6/1985,13.16
3/7/1985,13.06
3/8/1985,13.16
3/11/1985,13.04
3/12/1985,12.92
3/13/1985,13.02
3/14/1985,13.06
3/15/1985,13.1
3/18/1985,13
3/19/1985,12.77
3/20/1985,12.6
3/21/1985,12.65
3/22/1985,12.66
3/25/1985,12.77
3/26/1985,12.81
3/27/1985,12.4
3/28/1985,12.5
3/29/1985,12.2
4/1/1985,12.38
4/2/1985,12.56
4/3/1985,12.4
4/4/1985,12.57
4/5/1985,12.57
4/8/1985,12.4
4/9/1985,12.57
4/10/1985,12.6
4/11/1985,12.45
4/12/1985,12.3
4/15/1985,12.25
4/16/1985,12.2
4/17/1985,12.17
4/18/1985,12.37
4/19/1985,12.17
4/22/1985,12.22
4/23/1985,12.32
4/24/1985,12.43
4/25/1985,12.45
4/26/1985,12.5
4/29/1985,12.5
4/30/1985,12.43
5/1/1985,12.55
5/2/1985,12.65
5/3/1985,12.62
5/6/1985,12.62
5/7/1985,12.6
5/8/1985,12.64
5/9/1985,12.54
5/10/1985,12.55
5/13/1985,12.55
5/14/1985,12.49
5/15/1985,12.39
5/16/1985,12.46
5/17/1985,12.48
5/20/1985,12.24
5/21/1985,12.36
5/22/1985,12.42
5/23/1985,12.47
5/24/1985,12.42
5/28/1985,12.52
5/29/1985,12.53
5/30/1985,12.44
5/31/1985,12.47
6/3/1985,12.39
6/4/1985,12.42
6/5/1985,12.44
6/6/1985,12.46
6/7/1985,12.47
6/10/1985,12.51
6/11/1985,12.54
6/12/1985,12.53
6/13/1985,12.54
6/14/1985,12.48
6/17/1985,12.49
6/18/1985,12.44
6/19/1985,12.32
6/20/1985,12.32
6/21/1985,12.42
6/24/1985,12.45
6/25/1985,12.39
6/26/1985,12.4
6/27/1985,12.4
6/28/1985,12.4
7/1/1985,12.3
7/2/1985,12.38
7/3/1985,12.37
7/5/1985,12.37
7/8/1985,12.32
7/9/1985,12.17
7/10/1985,12.02
7/11/1985,12.02
7/12/1985,12.02
7/15/1985,11.97
7/16/1985,11.94
7/17/1985,11.83
7/18/1985,11.82
7/19/1985,11.9
7/22/1985,12.02
7/23/1985,11.86
7/24/1985,11.98
7/25/1985,11.92
7/26/1985,11.98
7/29/1985,11.86
7/30/1985,11.84
7/31/1985,11.8
8/1/1985,11.86
8/2/1985,11.44
8/5/1985,11.95
8/6/1985,11.98
8/7/1985,12.08
8/8/1985,12
8/9/1985,12.02
8/12/1985,11.94
8/13/1985,11.9
8/14/1985,11.96
8/15/1985,11.89
8/16/1985,11.82
8/19/1985,11.83
8/20/1985,11.88
8/21/1985,11.92
8/22/1985,11.83
8/23/1985,11.92
8/26/1985,11.92
8/27/1985,11.87
8/28/1985,11.88
8/29/1985,11.9
8/30/1985,11.96
9/3/1985,12.06
9/4/1985,12.08
9/5/1985,12.1
9/6/1985,12.22
9/9/1985,12.4
9/10/1985,12.33
9/11/1985,12.32
9/12/1985,12.44
9/13/1985,12.25
9/16/1985,12.3
9/17/1985,12.28
9/18/1985,12.31
9/19/1985,12.3
9/20/1985,12.22
9/23/1985,11.8
9/24/1985,11.85
9/25/1985,11.88
9/26/1985,11.7
9/27/1985,11.7
9/30/1985,11.97
10/1/1985,11.92
10/2/1985,11.87
10/3/1985,11.97
10/4/1985,11.95
10/7/1985,12.06
10/8/1985,12.05
10/9/1985,12.06
10/10/1985,12.08
10/11/1985,12.09
10/15/1985,12.09
10/16/1985,12.1
10/17/1985,12.08
10/18/1985,12.09
10/21/1985,12.03
10/22/1985,12.04
10/23/1985,12.01
10/24/1985,12
10/25/1985,12.04
10/28/1985,12.02
10/29/1985,12.07
10/30/1985,12.06
10/31/1985,12.05
11/1/1985,12.07
11/4/1985,12.06
11/5/1985,12.06
11/6/1985,12.08
11/7/1985,12.08
11/8/1985,12.19
11/12/1985,12.17
11/13/1985,12.16
11/14/1985,12.16
11/15/1985,12.14
11/18/1985,12.18
11/19/1985,12.12
11/20/1985,12.13
11/21/1985,12.07
11/22/1985,12.08
11/25/1985,12.03
11/26/1985,12.07
11/27/1985,12.02
11/29/1985,12.05
12/2/1985,12.04
12/3/1985,12.07
12/4/1985,12.07
12/5/1985,12.07
12/6/1985,12.1
12/9/1985,12.19
12/10/1985,12.2
12/11/1985,12.2
12/12/1985,12.18
12/13/1985,12.17
12/16/1985,12.17
12/17/1985,12.15
12/18/1985,12.19
12/19/1985,12.2
12/20/1985,12.19
12/23/1985,12.19
12/24/1985,12.21
12/26/1985,12.21
12/27/1985,12.19
12/30/1985,12.1
12/31/1985,12.11
1/2/1986,12.05
1/3/1986,12.12
1/6/1986,12.17
1/7/1986,12.13
1/8/1986,12.16
1/9/1986,12.19
1/10/1986,12.09
1/13/1986,12.18
1/14/1986,12.2
1/15/1986,12.21
1/16/1986,12.2
1/17/1986,12.22
1/21/1986,12.31
1/22/1986,12.38
1/23/1986,12.38
1/24/1986,12.37
1/27/1986,12.44
1/28/1986,12.34
1/29/1986,12.33
1/30/1986,12.3
1/31/1986,12.34
2/3/1986,12.45
2/4/1986,12.55
2/5/1986,12.49
2/6/1986,12.47
2/7/1986,12.53
2/10/1986,12.52
2/11/1986,12.49
2/12/1986,12.44
2/13/1986,12.43
2/14/1986,12.44
2/18/1986,12.4
2/19/1986,12.29
2/20/1986,12.24
2/21/1986,12.37
2/24/1986,12.26
2/25/1986,12.12
2/26/1986,12.13
2/27/1986,12.14
2/28/1986,12.27
3/3/1986,12.34
3/4/1986,12.23
3/5/1986,12.22
3/6/1986,12.27
3/7/1986,12.83
3/10/1986,12.25
3/11/1986,12.35
3/12/1986,12.2
3/13/1986,12.3
3/14/1986,12.25
3/17/1986,12.24
3/18/1986,12.23
3/19/1986,12.24
3/20/1986,12.17
3/21/1986,12.17
3/24/1986,12.19
3/25/1986,12.33
3/26/1986,12.33
3/27/1986,12.31
3/28/1986,12.31
3/31/1986,12.31
4/1/1986,12.43
4/2/1986,12.42
4/3/1986,12.44
4/4/1986,12.49
4/7/1986,12.54
4/8/1986,12.5
4/9/1986,12.56
4/10/1986,12.55
4/11/1986,12.48
4/14/1986,12.45
4/15/1986,12.49
4/16/1986,12.41
4/17/1986,12.34
4/18/1986,12.28
4/21/1986,12.36
4/22/1986,12.3
4/23/1986,12.29
4/24/1986,12.22
4/25/1986,12.28
4/28/1986,12.25
4/29/1986,12.27
4/30/1986,12.3
5/1/1986,12.35
5/2/1986,12.44
5/5/1986,12.44
5/6/1986,12.37
5/7/1986,12.34
5/8/1986,12.3
5/9/1986,12.36
5/12/1986,12.32
5/13/1986,12.32
5/14/1986,12.38
5/15/1986,12.36
5/16/1986,12.43
5/19/1986,12.46
5/20/1986,12.42
5/21/1986,12.5
5/22/1986,12.57
5/23/1986,12.64
5/27/1986,12.69
5/28/1986,12.63
5/29/1986,12.69
5/30/1986,12.77
6/2/1986,12.87
6/3/1986,12.7
6/4/1986,12.67
6/5/1986,12.69
6/6/1986,12.58
6/9/1986,12.63
6/10/1986,12.55
6/11/1986,12.44
6/12/1986,12.48
6/13/1986,12.59
6/16/1986,12.53
6/17/1986,12.62
6/18/1986,12.62
6/19/1986,12.62
6/20/1986,12.65
6/23/1986,12.71
6/24/1986,12.58
6/25/1986,12.52
6/26/1986,12.56
6/27/1986,12.54
6/30/1986,12.42
7/1/1986,12.4
7/2/1986,12.42
7/3/1986,12.36
7/7/1986,12.35
7/8/1986,12.37
7/9/1986,12.45
7/10/1986,12.48
7/11/1986,12.51
7/14/1986,12.62
7/15/1986,12.54
7/16/1986,12.47
7/17/1986,12.53
7/18/1986,12.59
7/21/1986,12.59
7/22/1986,12.56
7/23/1986,12.57
7/24/1986,12.53
7/25/1986,12.54
7/28/1986,12.58
7/29/1986,12.56
7/30/1986,12.57
7/31/1986,12.58
8/1/1986,12.58
8/4/1986,12.59
8/5/1986,12.53
8/6/1986,12.55
8/7/1986,12.57
8/8/1986,12.56
8/11/1986,12.54
8/12/1986,12.55
8/13/1986,12.58
8/14/1986,12.57
8/15/1986,12.55
8/18/1986,12.59
8/19/1986,12.61
8/20/1986,12.57
8/21/1986,12.59
8/22/1986,12.57
8/25/1986,12.57
8/26/1986,12.56
8/27/1986,12.58
8/28/1986,12.55
8/29/1986,12.54
9/2/1986,12.57
9/3/1986,12.58
9/4/1986,12.57
9/5/1986,12.57
9/8/1986,12.61
9/9/1986,12.62
9/10/1986,12.62
9/11/1986,12.64
9/12/1986,12.67
9/15/1986,12.7
9/16/1986,12.7
9/17/1986,12.72
9/18/1986,12.67
9/19/1986,12.68
9/22/1986,12.73
9/23/1986,12.75
9/24/1986,12.72
9/25/1986,12.74
9/26/1986,12.78
9/29/1986,12.78
9/30/1986,12.77
10/1/1986,12.8
10/2/1986,12.81
10/3/1986,12.77
10/6/1986,12.77
10/7/1986,12.77
10/8/1986,12.81
10/9/1986,12.78
10/10/1986,12.81
10/14/1986,12.76
10/15/1986,12.79
10/16/1986,12.81
10/17/1986,12.84
10/20/1986,12.83
10/21/1986,12.84
10/22/1986,12.86
10/23/1986,12.91
10/24/1986,12.96
10/27/1986,12.97
10/28/1986,12.92
10/29/1986,12.93
10/30/1986,12.95
10/31/1986,12.98
11/3/1986,12.95
11/4/1986,12.96
11/5/1986,12.94
11/6/1986,12.99
11/7/1986,13.01
11/10/1986,13.01
11/12/1986,13.09
11/13/1986,13.13
11/14/1986,13.1
11/17/1986,13.11
11/18/1986,13.15
11/19/1986,13.15
11/20/1986,13.15
11/21/1986,13.16
11/24/1986,13.14
11/25/1986,13.12
11/26/1986,13.11
11/28/1986,13.1
12/1/1986,13.13
12/2/1986,13.14
12/3/1986,13.14
12/4/1986,13.14
12/5/1986,13.16
12/8/1986,13.18
12/9/1986,13.18
12/10/1986,13.16
12/11/1986,13.18
12/12/1986,13.17
12/15/1986,13.14
12/16/1986,13.17
12/17/1986,13.18
12/18/1986,13.15
12/19/1986,13.16
12/22/1986,13.13
12/23/1986,13.12
12/24/1986,13.13
12/26/1986,13.13
12/29/1986,13.13
12/30/1986,13.13
12/31/1986,13.12
1/2/1987,13.02
1/5/1987,13.05
1/6/1987,13.05
1/7/1987,13.05
1/8/1987,13.08
1/9/1987,13.05
1/12/1987,13.02
1/13/1987,13.04
1/14/1987,13.02
1/15/1987,13.01
1/16/1987,13
1/20/1987,13.05
1/21/1987,13.07
1/22/1987,13.02
1/23/1987,13.04
1/26/1987,13.02
1/27/1987,13.04
1/28/1987,12.95
1/29/1987,12.97
1/30/1987,13.04
2/2/1987,13.06
2/3/1987,13.02
2/4/1987,13.03
2/5/1987,13.12
2/6/1987,13.19
2/9/1987,13.13
2/10/1987,13.05
2/11/1987,13.04
2/12/1987,13.03
2/13/1987,13.05
2/17/1987,13.04
2/18/1987,13.04
2/19/1987,13.09
2/20/1987,13.08
2/23/1987,13.03
2/24/1987,13.04
2/25/1987,13.04
2/26/1987,13.05
2/27/1987,13.05
3/2/1987,13.02
3/3/1987,13.02
3/4/1987,13.03
3/5/1987,13.02
3/6/1987,12.98
3/9/1987,12.95
3/10/1987,12.97
3/11/1987,12.92
3/12/1987,12.93
3/13/1987,12.99
3/16/1987,12.99
3/17/1987,12.92
3/18/1987,12.85
3/19/1987,12.86
3/20/1987,12.88
3/23/1987,12.8
3/24/1987,12.79
3/25/1987,12.82
3/26/1987,12.9
3/27/1987,12.89
3/30/1987,12.85
3/31/1987,12.94
4/1/1987,12.94
4/2/1987,13
4/3/1987,12.88
4/6/1987,12.85
4/7/1987,12.85
4/8/1987,12.87
4/9/1987,12.85
4/10/1987,12.82
4/13/1987,12.86
4/14/1987,12.8
4/15/1987,12.83
4/16/1987,12.86
4/17/1987,12.84
4/20/1987,12.86
4/21/1987,12.8
4/22/1987,12.82
4/23/1987,12.8
4/24/1987,12.7
4/27/1987,12.63
4/28/1987,12.69
4/29/1987,12.72
4/30/1987,12.65
5/1/1987,12.63
5/4/1987,12.63
5/5/1987,12.61
5/6/1987,12.57
5/7/1987,12.59
5/8/1987,12.59
5/11/1987,12.66
5/12/1987,12.7
5/13/1987,12.7
5/14/1987,12.65
5/15/1987,12.62
5/18/1987,12.61
5/19/1987,12.59
5/20/1987,12.59
5/21/1987,12.63
5/22/1987,12.63
5/26/1987,12.74
5/27/1987,12.89
5/28/1987,12.85
5/29/1987,12.84
6/1/1987,12.89
6/2/1987,12.8
6/3/1987,12.81
6/4/1987,12.84
6/5/1987,12.83
6/8/1987,12.81
6/9/1987,12.75
6/10/1987,12.72
6/11/1987,12.72
6/12/1987,12.75
6/15/1987,12.86
6/16/1987,12.85
6/17/1987,12.85
6/18/1987,12.84
6/19/1987,12.85
6/22/1987,12.91
6/23/1987,12.93
6/24/1987,12.82
6/25/1987,12.87
6/26/1987,12.88
6/29/1987,12.94
6/30/1987,12.89
7/1/1987,12.87
7/2/1987,12.9
7/3/1987,12.89
7/6/1987,12.9
7/7/1987,12.9
7/8/1987,12.94
7/9/1987,12.94
7/10/1987,13
7/13/1987,12.99
7/14/1987,13.03
7/15/1987,12.96
7/16/1987,12.99
7/17/1987,13.04
7/20/1987,13.1
7/21/1987,13.11
7/22/1987,13.1
7/23/1987,13.05
7/24/1987,13.08
7/27/1987,13.09
7/28/1987,13.11
7/29/1987,13.08
7/30/1987,13.11
7/31/1987,13.11
8/3/1987,13.12
8/4/1987,13.15
8/5/1987,13.09
8/6/1987,13.09
8/7/1987,13.12
8/10/1987,13.11
8/11/1987,13.11
8/12/1987,13.1
8/13/1987,13.09
8/14/1987,13.1
8/17/1987,13.09
8/18/1987,13.04
8/19/1987,13.08
8/20/1987,13.07
8/21/1987,13.06
8/24/1987,13.06
8/25/1987,13.07
8/26/1987,13.09
8/27/1987,13.05
8/28/1987,13.05
8/31/1987,13.05
9/1/1987,12.98
9/2/1987,12.95
9/3/1987,12.94
9/4/1987,12.93
9/8/1987,12.9
9/9/1987,12.92
9/10/1987,12.96
9/11/1987,12.95
9/14/1987,13
9/15/1987,13
9/16/1987,12.99
9/17/1987,12.98
9/18/1987,12.95
9/21/1987,12.96
9/22/1987,13
9/23/1987,13.04
9/24/1987,13.03
9/25/1987,13.07
9/28/1987,13.07
9/29/1987,13.13
9/30/1987,13.11
10/1/1987,13.11
10/2/1987,13.08
10/5/1987,13.1
10/6/1987,13.06
10/7/1987,13.06
10/8/1987,13.08
10/9/1987,13.06
10/13/1987,13.08
10/14/1987,13.05
10/15/1987,13.05
10/16/1987,13.07
10/19/1987,12.99
10/20/1987,13.03
10/21/1987,13.06
10/22/1987,13.04
10/23/1987,13.02
10/26/1987,12.99
10/27/1987,12.99
10/28/1987,12.99
10/29/1987,13
10/30/1987,12.99
11/2/1987,13
11/3/1987,13.01
11/4/1987,12.99
11/5/1987,12.93
11/6/1987,12.9
11/9/1987,12.88
11/10/1987,12.86
11/12/1987,13.04
11/13/1987,13.01
11/16/1987,13.14
11/17/1987,13.04
11/18/1987,13
11/19/1987,12.96
11/20/1987,12.92
11/23/1987,12.95
11/24/1987,13.02
11/25/1987,13
11/27/1987,12.93
11/30/1987,12.89
12/1/1987,12.94
12/2/1987,12.97
12/3/1987,12.98
12/4/1987,12.95
12/7/1987,13
12/8/1987,13.05
12/9/1987,12.99
12/10/1987,12.94
12/11/1987,12.94
12/14/1987,12.89
12/15/1987,12.91
12/16/1987,12.95
12/17/1987,12.9
12/18/1987,12.9
12/21/1987,12.94
12/22/1987,12.96
12/23/1987,13
12/24/1987,13
12/28/1987,12.92
12/29/1987,12.82
12/30/1987,12.86
12/31/1987,12.75
1/4/1988,12.88
1/5/1988,12.99
1/6/1988,13.1
1/7/1988,13.05
1/8/1988,13.09
1/11/1988,13.02
1/12/1988,13.03
1/13/1988,12.99
1/14/1988,13.06
1/15/1988,13.13
1/19/1988,13.08
1/20/1988,13.04
1/21/1988,12.99
1/22/1988,13.03
1/25/1988,13.05
1/26/1988,13.04
1/27/1988,13.05
1/28/1988,13.05
1/29/1988,13.08
2/1/1988,13.1
2/2/1988,13.1
2/3/1988,13.03
2/4/1988,13.07
2/5/1988,13.06
2/8/1988,13.11
2/9/1988,13.11
2/10/1988,13.06
2/11/1988,13.04
2/12/1988,13.11
2/16/1988,13.09
2/17/1988,13.08
2/18/1988,13.07
2/19/1988,13.07
2/22/1988,13.03
2/23/1988,13.03
2/24/1988,13.03
2/25/1988,13.03
2/26/1988,13.02
2/29/1988,13.06
3/1/1988,13.06
3/2/1988,13.06
3/3/1988,13.07
3/4/1988,13.07
3/7/1988,12.97
3/8/1988,12.85
3/9/1988,12.87
3/10/1988,12.93
3/11/1988,12.9
3/14/1988,12.89
3/15/1988,12.92
3/16/1988,12.93
3/17/1988,12.94
3/18/1988,13
3/21/1988,13
3/22/1988,13.02
3/23/1988,13.02
3/24/1988,13.02
3/25/1988,13.03
3/28/1988,13
3/29/1988,12.96
3/30/1988,13.05
3/31/1988,12.96
4/1/1988,13
4/4/1988,12.96
4/5/1988,13.09
4/6/1988,13.09
4/7/1988,13.16
4/8/1988,13.12
4/11/1988,13.17
4/12/1988,13.22
4/13/1988,13.26
4/14/1988,13.2
4/15/1988,13.12
4/18/1988,13.1
4/19/1988,13.17
4/20/1988,13.16
4/21/1988,13.16
4/22/1988,13.2
4/25/1988,13.23
4/26/1988,13.2
4/27/1988,13.27
4/28/1988,13.22
4/29/1988,13.21
5/2/1988,13.3
5/3/1988,13.28
5/4/1988,13.28
5/5/1988,13.27
5/6/1988,13.28
5/9/1988,13.25
5/10/1988,13.26
5/11/1988,13.24
5/12/1988,13.28
5/13/1988,13.25
5/16/1988,13.26
5/17/1988,13.33
5/18/1988,13.31
5/19/1988,13.33
5/20/1988,13.37
5/23/1988,13.36
5/24/1988,13.34
5/25/1988,13.39
5/26/1988,13.39
5/27/1988,13.39
5/31/1988,13.47
6/1/1988,13.51
6/2/1988,13.59
6/3/1988,13.58
6/6/1988,13.6
6/7/1988,13.6
6/8/1988,13.58
6/9/1988,13.59
6/10/1988,13.62
6/13/1988,13.61
6/14/1988,13.68
6/15/1988,13.77
6/16/1988,13.76
6/17/1988,13.85
6/20/1988,13.82
6/21/1988,13.82
6/22/1988,13.9
6/23/1988,13.97
6/24/1988,13.98
6/27/1988,14.17
6/28/1988,14.08
6/29/1988,14.14
6/30/1988,14.07
7/1/1988,14.14
7/5/1988,14.12
7/6/1988,14.02
7/7/1988,14.02
7/8/1988,14.02
7/11/1988,14.07
7/12/1988,14.07
7/13/1988,14.06
7/14/1988,14.09
7/15/1988,14.1
7/18/1988,14.08
7/19/1988,14.06
7/20/1988,14.06
7/21/1988,14.04
7/22/1988,14.06
7/25/1988,14.06
7/26/1988,14.11
7/27/1988,14.1
7/28/1988,14.14
7/29/1988,14.17
8/1/1988,14.18
8/2/1988,14.16
8/3/1988,14.17
8/4/1988,14.17
8/5/1988,14.19
8/8/1988,14.16
8/9/1988,14.17
8/10/1988,14.19
8/11/1988,14.17
8/12/1988,14.14
8/15/1988,14.15
8/16/1988,14.12
8/17/1988,14.19
8/18/1988,14.2
8/19/1988,14.22
8/22/1988,14.35
8/23/1988,14.3
8/24/1988,14.29
8/25/1988,14.23
8/26/1988,14.28
8/29/1988,14.28
8/30/1988,14.32
8/31/1988,14.36
9/1/1988,14.41
9/2/1988,14.44
9/6/1988,14.39
9/7/1988,14.38
9/8/1988,14.4
9/9/1988,14.43
9/12/1988,14.4
9/13/1988,14.43
9/14/1988,14.44
9/15/1988,14.48
9/16/1988,14.51
9/19/1988,14.52
9/20/1988,14.49
9/21/1988,14.56
9/22/1988,14.6
9/23/1988,14.58
9/26/1988,14.6
9/27/1988,14.57
9/28/1988,14.56
9/29/1988,14.54
9/30/1988,14.55
10/3/1988,14.56
10/4/1988,14.56
10/5/1988,14.59
10/6/1988,14.57
10/7/1988,14.56
10/11/1988,14.62
10/12/1988,14.7
10/13/1988,14.67
10/14/1988,14.72
10/17/1988,14.73
10/18/1988,14.74
10/19/1988,14.76
10/20/1988,14.75
10/21/1988,14.75
10/24/1988,14.78
10/25/1988,14.8
10/26/1988,14.82
10/27/1988,14.88
10/28/1988,14.87
10/31/1988,14.97
11/1/1988,14.88
11/2/1988,14.89
11/3/1988,14.9
11/4/1988,14.95
11/7/1988,14.99
11/8/1988,14.98
11/9/1988,14.94
11/10/1988,14.96
11/14/1988,14.96
11/15/1988,14.97
11/16/1988,14.94
11/17/1988,14.95
11/18/1988,15.06
11/21/1988,15.06
11/22/1988,15.02
11/23/1988,15
11/25/1988,14.99
11/28/1988,14.98
11/29/1988,14.95
11/30/1988,14.95
12/1/1988,14.9
12/2/1988,14.87
12/5/1988,14.95
12/6/1988,14.97
12/7/1988,15.09
12/8/1988,15
12/9/1988,15.05
12/12/1988,15.05
12/13/1988,15.09
12/14/1988,15.04
12/15/1988,15.03
12/16/1988,15.06
12/19/1988,15.01
12/20/1988,15.06
12/21/1988,15.03
12/22/1988,15.04
12/23/1988,15.03
12/27/1988,15.03
12/28/1988,15.09
12/29/1988,15.02
12/30/1988,14.99
1/3/1989,15.02
1/4/1989,15.08
1/5/1989,15.05
1/6/1989,15.07
1/9/1989,15.1
1/10/1989,15.07
1/11/1989,15.05
1/12/1989,15.06
1/13/1989,15.04
1/17/1989,15.09
1/18/1989,15.09
1/19/1989,15.11
1/20/1989,15.1
1/23/1989,15.11
1/24/1989,15.12
1/25/1989,15.13
1/26/1989,15.09
1/27/1989,15.12
1/30/1989,15.17
1/31/1989,15.18
2/1/1989,15.2
2/2/1989,15.18
2/3/1989,15.18
2/6/1989,15.23
2/7/1989,15.2
2/8/1989,15.2
2/9/1989,15.19
2/10/1989,15.19
2/13/1989,15.24
2/14/1989,15.22
2/15/1989,15.2
2/16/1989,15.23
2/17/1989,15.19
2/21/1989,15.29
2/22/1989,15.35
2/23/1989,15.3
2/24/1989,15.3
2/27/1989,15.33
2/28/1989,15.35
3/1/1989,15.35
3/2/1989,15.34
3/3/1989,15.31
3/6/1989,15.32
3/7/1989,15.34
3/8/1989,15.32
3/9/1989,15.34
3/10/1989,15.35
3/13/1989,15.38
3/14/1989,15.47
3/15/1989,15.43
3/16/1989,15.49
3/17/1989,15.52
3/20/1989,15.53
3/21/1989,15.53
3/22/1989,15.52
3/23/1989,15.54
3/24/1989,15.5
3/27/1989,15.6
3/28/1989,15.66
3/29/1989,15.64
3/30/1989,15.64
3/31/1989,15.63
4/3/1989,15.62
4/4/1989,15.58
4/5/1989,15.64
4/6/1989,15.64
4/7/1989,15.67
4/10/1989,15.71
4/11/1989,15.69
4/12/1989,15.74
4/13/1989,15.71
4/14/1989,15.69
4/17/1989,15.71
4/18/1989,15.7
4/19/1989,15.72
4/20/1989,15.72
4/21/1989,15.7
4/24/1989,15.76
4/25/1989,15.8
4/26/1989,15.86
4/27/1989,15.84
4/28/1989,15.86
5/1/1989,15.86
5/2/1989,15.92
5/3/1989,15.94
5/4/1989,15.93
5/5/1989,16.02
5/8/1989,16.02
5/9/1989,16.05
5/10/1989,16.05
5/11/1989,16.09
5/12/1989,16.04
5/15/1989,16.06
5/16/1989,16.05
5/17/1989,16.09
5/18/1989,16.12
5/19/1989,16.12
5/22/1989,16.28
5/23/1989,16.24
5/24/1989,16.31
5/25/1989,16.26
5/26/1989,16.18
5/30/1989,16.33
5/31/1989,16.28
6/1/1989,16.32
6/2/1989,16.28
6/5/1989,16.29
6/6/1989,16.35
6/7/1989,16.29
6/8/1989,16.34
6/9/1989,16.42
6/12/1989,16.49
6/13/1989,16.5
6/14/1989,16.49
6/15/1989,16.51
6/16/1989,16.43
6/19/1989,16.42
6/20/1989,16.42
6/21/1989,16.47
6/22/1989,16.43
6/23/1989,16.46
6/26/1989,16.49
6/27/1989,16.44
6/28/1989,16.47
6/29/1989,16.43
6/30/1989,16.49
7/3/1989,16.36
7/5/1989,16.29
7/6/1989,16.3
7/7/1989,16.24
7/10/1989,16.32
7/11/1989,16.33
7/12/1989,16.39
7/13/1989,16.38
7/14/1989,16.38
7/17/1989,16.5
7/18/1989,16.44
7/19/1989,16.49
7/20/1989,16.49
7/21/1989,16.52
7/24/1989,16.57
7/25/1989,16.55
7/26/1989,16.47
7/27/1989,16.41
7/28/1989,16.45
7/31/1989,16.44
8/1/1989,16.46
8/2/1989,16.43
8/3/1989,16.5
8/4/1989,16.57
8/7/1989,16.62
8/8/1989,16.56
8/9/1989,16.57
8/10/1989,16.57
8/11/1989,16.63
8/14/1989,16.65
8/15/1989,16.62
8/16/1989,16.62
8/17/1989,16.68
8/18/1989,16.8
8/21/1989,16.62
8/22/1989,16.55
8/23/1989,16.62
8/24/1989,16.62
8/25/1989,16.64
8/28/1989,16.7
8/29/1989,16.67
8/30/1989,16.66
8/31/1989,16.65
9/1/1989,16.69
9/5/1989,16.74
9/6/1989,16.72
9/7/1989,16.76
9/8/1989,16.74
9/11/1989,16.77
9/12/1989,16.74
9/13/1989,16.7
9/14/1989,16.77
9/15/1989,16.82
9/18/1989,16.8
9/19/1989,16.8
9/20/1989,16.77
9/21/1989,16.77
9/22/1989,16.8
9/25/1989,16.69
9/26/1989,16.69
